id,text
1,gn ig i just can’t wait for them be happy :(
1,@JadeT0227 ohh and I'm happy doing this ♥️ tho I wouldn't mind if they post a selfie together bc we deserve it hahaha
1,"@CarterRubin Always happy to see more bus lanes in the mix, if only it were just up to Metro to make that decision."
1,"Oh God, here we go again. It's Fridayyy! Happy Friday! Be naughty and have fun today. 👻 https://t.co/vjAFrUTjqc"
1,Y’all don’t even know how happy I am right now. ❤️🖤
1,"why can't people just be happy for me, DAMN!"
1,happy birthday karkat
1,Happy Thurby!!! Can’t wait for Oaks tomorrow. @KentuckyDerby https://t.co/OdhTXRwjbt
1,Happy monthsary baby 😍😍😍
1,@GOP @realDonaldTrump president finally admitted he paid off a porn star..... happy National Day of Prayer!
1,Happy me ✨ https://t.co/fg014a6Xnf
1,"I’m so happy about the Archie &amp; Fred hug :,)"
1,Happy birthday syd I hope it's been a good one!! @rae_squidney
1,"@kateedgren 
Happy birthday!!!! https://t.co/p5LDJsSlXi"
1,Look at my favorite couple on earth looking so beyond happy. Wow they make me happy 😍 https://t.co/ogGu9CWuja
1,This past week I’ve been working sooo much and even though it’s been kicking my ass I’m so happy to be making money… https://t.co/ISx2VIfUjb
1,Happy birthday Xandry!!🎊I love you💗I miss basketball and all the fun times we had together! Hope you had an amazing… https://t.co/blW9VRl7n0
1,"@AlCockney @xLiserx ""No right or wrong answer"" is a bit of a cop out... we may not be able to prove one answer righ… https://t.co/jtpvwPxr5R"
1,Happy birthday @s_gork!! I wish we were kayaking &amp; hammocking up north like we did on your birthday last year 💙 https://t.co/WPWe236aBz
1,happy Friday! 🌸
1,"@GiGiHadid don't understand as a model, artist, actor, celebrity you don't ask for control before agreeing to photo… https://t.co/XZUlH0Ur6h"
1,Happy birthday Gege https://t.co/yPauIVNeng
1,THIS CORK REMOVER LOOKS SO HAPPY WIEEEEE SPREAD HAPPINESS UU https://t.co/mm1cIZMejJ
1,"the epitome of stars. my celestial, glistening, graceful angel - i’m in love with the way you make me happy. https://t.co/wrhiUyCSEq"
1,my parents have been divorced for 8 years but all of the sudden they’ve become friends against h and we might go on… https://t.co/53tKRmowTF
1,@MikuKojitsu @HarpoFluff Cause I enjoy seeing little ones be happy being themselves &lt;3
1,Gee I really hope @ThomasSanders says happy birthday to @AnxietyVSanders on the 5th this month. Fingers crossed.
1,I am BITTER because my girl Chelsko deserves to be HAPPY #EXONTHEBEACH
1,Happy Star Wars day!
1,always so happy whenever this video periodically pops up on my feed lmao https://t.co/IKpEJInTsY
1,@EindraLwin I was happy bc I hate him
1,"@_celia_bedelia_ If I lived near a soul cycle, I’d be all over that! It sounds like your instructor tried as hard a… https://t.co/ZMNlq3qGf3"
1,It's all about balance in your life... https://t.co/AhPCQQLAEP
1,Happy Day 4 of Teacher Appreciation Week! Thank you for being....you! @boswellhs https://t.co/k9DcejPQMv
1,Happy to say that my anxiety hasn’t been as bad as a couple months ago to the point where I was having ulcers/throw… https://t.co/o5AfrBsDN3
1,"Todayis a happy day, @gatitweets has blessed my screen! #WeNeedMoreRaisa #Arrow"
1,@Faiithmarone Hope you had a happy birthday
1,find yourself a man who makes you happy that you passed all your finals and classes instead of one who doesn't care… https://t.co/OVwecTbu65
1,Georgie having his own store makes me happy. #TheBigBangTheory
1,@troyesivan 2/2 jumping around and singing my heart out. I know the chances of you reading this are low but i just… https://t.co/Ak3LskjWdW
1,"@Jack_smiff1 happy birthday, jack!"
1,I just ended an essay for philosophy of 350 words and can bighit drop something of the comeback so I can be happy again
1,Happy to have a chance to see more layers of the Rachel Dolezol story in this @netflix doc. Not sure how I feel abo… https://t.co/Wt3SX8QAgT
1,"@BelimingsSliths ""😶  I don't know if I should be creeped out or be happy theirs a vampire lady here."""
1,@cartoonnetwork @The_Double_U123 I remember this episode when it firsted aired since i was 12 and now im 19 i still… https://t.co/z0m986lgu4
1,"A simple formula for happy life.
Never try to defeat anyone,
Just try to win everyone,
Don't laugh at anyone
but la… https://t.co/s4o76Yu5Sl"
1,"Happy Birthday 😇🎉

𓃱 𓃰 ___ @akariri_0504"
1,@communicatr We’re so happy to hear that! 🍔❤️
1,happy birthday honeyyy💛🍯 love youuuu @sisierra4
1,@26t__ @daetoiIe happy
1,Happy to say my new books are very on brand™ https://t.co/o111oJxKHA
1,Had my last final today and I’m officially happy to say I barely survived 2018 spring semester but god got me thru 😁 https://t.co/uEHqohdm2x
1,"Vanes before GGG: ""Fans should be happy. No running!"" #boxing #GGGvanes: https://t.co/dtV0xWvtcq via @YouTube"
1,@DearEvanHansen @taytrensch Happy Birthday Tay!
1,Update: he just noticed and he is not happy
1,"*Snort* Hahahaha ""Happy National Day of Prayer"" cut to Stormy Daniels saga. Just another day in the life of this administration. #inners"
1,It's about to be 3-1 which I'm not happy about but then again I'm used to disappointment!
1,The OG team makes my heart so happy #Scandal #SummerGladiators
1,someone else is happy with less than what you have. be grateful 😊
1,"""Everything's end, everything's die but my love for you will never end nor die.""💯💛

Happy #34thMainesary love!… https://t.co/rnVTEDsINd"
1,"Happy Birthday, Crush hyung! 🎂🎉 https://t.co/DiTlnpRoLH"
1,happy birthday @tori_caitlinn !! i love you endlessly!  You are my best friend and I’m so lucky to have you! i can’… https://t.co/Wrqo2c2V45
1,Today was a great day! I feel blessed and I'm happy. 😊
1,"Happy Birthday Angel @trishtrashers 😍😍❤ !!!
#HBDSouthQueenTrisha  https://t.co/l8LRmJjEYa"
1,happy 2nd anniversary for #Seventeen1stWin ♡
1,Happy g day brobro🤘🏽 https://t.co/JxGCr7F98n
1,Ugh. My stream went out. I only saw who’s safe. Which I’m (un)happy about.
1,"""Little Happy Moment""

#PremiumBritishBeer
#IronMaiden… https://t.co/5SVpVWpL7u"
1,"Whats up guys, Happy Thursday This is gonna be a pretty short post but hey it’s a post. I’ll go over... https://t.co/q43kozi2uh"
1,@Craig_Foster If you’re not happy get the optus subscription for $15 for the World Cup month then Cancel it . So many whingers
1,i think im gonna go back to bed goodnight i love the cast of IW with all my heart and i hope they’re happy so much… https://t.co/gi9epFXmv0
1,"@AnaRoman1090 @ferret_kokko I’m so happy♫Thank you so much 😊
Their names are Sakura and Yuzu .
Nice to meet you.♫♫"
1,@Jhasarei happy birthday beautiful kween!! 🎉💞💃🏻💦💅🏼🍑
1,happy birthday @keir5rowley i hope it was a good one!!💓🎉
1,"#heartsforchristina Christina makes me happy and I love seeing her happy as well. Meeting us, sharing moments and c… https://t.co/KBhYPz8JCb"
1,@JoshSmith_82 I'd also be happy with Knevel. Even if he has a NFL mini camp.
1,happy birthday pretty!!🤩🤩 hope you’ve had a good day💗 @￼ovacekLexi
1,If you love someone don't post things about their flaws just make them happy💯
1,"@noor_kohli wish u a very happy birthday di❤️
Have a wonderful year ahead 💥💥
#keepsmiling
#keeprocking
Lots of love❤️🎂
Party hard 🤘"
1,@DuleHill Happy Birthday Tap Man! https://t.co/OHpnRmuePb
1,when your gf replies to your pics praising your beauty and then you get the notification that she tweeted and you t… https://t.co/chMDunWPOv
1,@ohmg1997 Happy birthday meyobels! 😘
1,"things i wish someone told me/  things i knew before high school:
-its okay to be single &amp; happy about it
-take car… https://t.co/KoazEngS0n"
1,"I finished my last final and then proceeded to walk out of gilman, choke on my own spit, and then throw up a little… https://t.co/jMkOFcxa13"
1,@wlane15 happy birthday !!
1,"i gave you my trust, i gave you my love, i gave you everything that you asked, and i gave you the things that makes… https://t.co/OsXLy52dgD"
1,@loulabeiie Happy birthday
1,@Fahimhaq_ @blurrymirrors I’ll be more than happy to square up with him for you
1,NOW I GET TO TELL WOOSEOK I CAN SEE HIM IN NEW YORK IM SO HAPPY OHMYGOD
1,@DIYolie Happy birthday to your mama ❤️
1,I wasn’t sick when Stephen Straus died in 2007 but that must have been a very happy day for patients. https://t.co/5oWAVDqXzQ
1,@GrammLou Happy Birthday...you’re the man!
1,Congratulations Reema you deserve it!!!! I’m so happy for you!!!♥️♥️♥️♥️😊 https://t.co/xtCeasSQO4
1,@Eunique_ny Another person to bandwagon im happy for u
1,@joyTwtz happy birthday 💐
1,Happy hour frappes are the best kind of frappes.
1,I’m so possessive it makes me wanna run away frommy damn self. I just don’t want to let myself go and see me happy without me
1,@kingg_Bull happy birthday old man
1,Happy birthday  Shinichi🎂 https://t.co/LiOA2SzsX4
1,"@baejinyoong What's with the sudden formality. . Aye, that's okay, Jinyoung! As long as you listen to our songs, th… https://t.co/DRSVmfGQwp"
1,@halhighball I'm very happy for you. You finally overcame it all. &lt;3
1,"@luvekth happy birthday! God bless and enjoy your day, love! 💗💫"
1,suddenly shes not so happy https://t.co/hAixXwThld
1,pals and future pals sang @anstasxa and camille happy birthday today and it was so cute (‘:
1,"@BarberEcology Thank you, Nick! Happy spring!"
1,Fuck Starbucks. Fuck frappuccinos. Fuck happy hour.
1,"@beermostly @beausallnatural And a good sized can at that, as opposed to the 355s. Happy days!"
1,It's #bookfacefriday Happy Friday everyone! #gislearning https://t.co/36gSCFaYLE
1,ive missed seeing ariana on stage i’m so happy
1,Happy 6 months to this beautiful girl 💚 I cant wait for what the future has for us @kaylaegnot https://t.co/1lulKQ5Qa5
1,Happy Birthday☆+｡:.ﾟ WA☆TA☆SHI
1,happy birthday jenybabes! ❤🎉✨ enjoy your daaaay!! more bdays and blessings to come 😊 imissyouuuu💋😞@jnlngonzales
1,SO HAPPY
1,@simplykennedy_ thanks Kennedy for always making the #KENKILLAS happy we all love u so much.  Really love the video… https://t.co/FiySnZExx3
1,I have the biggest smile after listening to the live audience on @HiddenBrain podcast sing Happy Birthday to Daniel Kahneman
1,"Es un hermoso y tierno  papá ❤️
#Repost @hits973 (@get_repost)
・・・
International superstar ➡️ Happy dad!… https://t.co/iEHZeqr07s"
1,@therightpryce The follow up movie next year will make us happy again
1,im so happy https://t.co/KZejZkMMre
1,"The words are so familiar 
all the same greats, the same mistakes
It doesn't have to be like this

If you don't mak… https://t.co/pTgqyzPpWM"
1,I shouldn’t be this happy at 2am
1,i am very happy to call you mine.
1,Happy birthday ex bestfriend 🗣 https://t.co/6iH6wSGhEE
1,This Google trends data is fascinating and sad. So many of us take the positive energy of New Years and turn it tow… https://t.co/yYjPv13A9a
1,"5)eyebrows frame the face!! Let them grow and then plug lightly. Don't go tweazer happy, you'll regret it sweetie.… https://t.co/u6iXgUMOyW"
1,I am so happy Jack has been reunited with his family but I hate that the first interaction we see between him and C… https://t.co/nt3Tsy8JtZ
1,https://t.co/7wIAr5vaw9 *Lyft $50 rides Credit with Lyft Coupon Code &lt;&lt; Enter the code: DUSK &gt;&gt; LKQ Corporation // Lucky &amp; Happy Deals //
1,@Airtel_Presence You’re just upgrading the network since a years. And I’m paying for 4G with 2G speed. Tell me how… https://t.co/qqCwguFO5Y
1,After being stuck in a hospital for 2 days I have never been so happy to have my own bathroom and my own bed. Final… https://t.co/4n329HKZnK
1,@GhostGirlDiary @Jax_Hawk68 Happy birthday Blake🎂
1,@FoxMavi @FoxMavi Happy belated birthday! What was the best part about the celebration?
1,"Happy Birthday @luvekth 
Enjoy on your special day! 😊 https://t.co/ErGNBSrCNO"
1,@momof3terrors Happy Anniversary!
1,"kinda sucks when you tell someone really exciting news and almost every time you do they say “that’s great, BUT...”… https://t.co/5140w2XfER"
1,@sorinaolivia17 Happy to kno this
1,I’m so happy I found out I was a lion cause that wool gets stuffy
1,Maybe i need to go to Borneo and be happy again
1,@SCDiet Happy bornday  Trisha
1,@PhilaokneCrypto @PhilakoneCrypto Seriously. I just found your site. started to follow you. Trust you because you s… https://t.co/rwFf5MRLlF
1,"happy birthday my dearest shila, my internet bestfriend who become irl. if you didn't tell me earlier i might forge… https://t.co/KxHqqxBgr8"
1,"@iamapierrot It was a really happy surprise, it made my day 💜 Thanks for always being this lovely person 🙏🏼✨"
1,Happy @karolsevilla https://t.co/POXW0njFYy
1,"@pearse_margie Happy Thursday, my friend!  One more day until the weekend!  Have you had a good week?"
1,"@RenoNVSparky I had a Missy , lil schnauzer . She was the best . Sorry for your loss . 
They bring us such joy and happy memories."
1,Happy Birthday Reggie.. Aint Kno U Fo Long But You Was Always Givin Free Game💯 #LongLiveReggie
1,I just want to be happy again
1,@HCCI1 @badri_suad @HWDSB @HipcHamilton It was an amazing event. All children repeated “Hamilton For All”. Each one… https://t.co/GvpiqTEU50
1,"NO COVER FRIDAY!
PATIO OPENING DAY! 🤗🤗🤗
JR Huff on the patio 6-9pm! (Weather permitting)
Katie &amp; Matt of Light Weig… https://t.co/UUxdgqvq8c"
1,"Today, our little man turns 1
Happy birthday Presley https://t.co/FBE09JmtJx https://t.co/MQcjKC4yND"
1,Body gave out. It's done cleaning for the night. So I'm laying here thinking about those letters and wondering what… https://t.co/ovdUScrKD6
1,"@OleMissBSB @CoachMikeBianco Happy Birthday, Mike, my friend.  Many More."
1,I honestly just miss being happy 😔
1,Happy Birthday Irial! I hope you had a great day! #decadimes 🎉🔷 https://t.co/NPsDvdrU1T
1,"I was so worried over nothing, I made the cheer competition squad! Im so happy!"
1,@britainelects Oh so Labour happy to have the UKIP vote when it suits.
1,Happy birthday lean i love you and miss you dawg 😢❤️ https://t.co/qJmJWVftRZ
1,"@dbrauer This happened to me with law school apps. It was a lot to think about, especially after you’ve already fel… https://t.co/D9Yv6zUQnz"
1,AYYYYEEEE im so happy for you omfg💞💜💞 https://t.co/Djs1d7zQo4
1,happy birthday little man https://t.co/s5t24Ftbgt
1,@being_adhiraj Happy birthday 🎂
1,"Happy Fri-YAY! 🎉
#friday #weekend #harcourtsadelaidehills https://t.co/ze1KvItCBN https://t.co/BC4mkIJx2G"
1,Happy happy happy birthday @crlmrk 🎂🎊 . Have a blast 😘😘 we miss and love you . God bless you always 😊
1,@MarcAnthony Hello my name is Elizabeth Lois and my mother is a huge fan of you and your music. She's such a dedica… https://t.co/X4S5rGFfK2
1,"It would be funny if it wasnt so pathetic...

As @EPAScottPruitt faces a seemingly endless stream of scandal, his t… https://t.co/XpmP8KGJib"
1,Happy Star Wars Day all! #MayThe4thBeWithYou
1,@heyitsrichelou Happy birthday rich hahaha
1,"@ashokgehlot51 Happy birthday ,👍🎂"
1,I don’t even want revenge .. live ya life happy dawg 👋🏽
1,@kimyongsuns Happy birthday! :)
1,@Lexy_Snipes Well Happy Birthday you Awesome person you 🍾😁🎈🎂
1,@luke_brooks Happy Birthday Luke! Happy 23 birthday. I hope you have the best and fun birthday. Love you. 😀❤️🎉🎂
1,@DorindaMedley @AshleyAugust385 Obviously your not a very happy person to be so mean to another’s loss!  World doesn’t evolve around you!
1,"“I feel happy, but also I feel sad because I miss my family and I want to see… https://t.co/4m6Qoo7Ecy"
1,HAPPY MAY THE 4TH BITCHES
1,Happy that @UMassMLacrosse took care of business in the “AP Bowl” today. Let’s get one more! 🚩
1,happy birthday @madisonleigh116!! i hope you’ve had a great day pretty girl!!🎉💗💖
1,"Happy Birthday ❕ 
 @DillardLily 💞💖💜🎂 https://t.co/d1RgTnA6Pu"
1,Happy Friday 😁 https://t.co/J5RDM6dwpC
1,"Hey @auspost Thanks for ditching those stupid ""You and your parcel look so happy together"" emails. Hopefully the ma… https://t.co/SxIRvuH2Ss"
1,@ChrisStapleton I know this is a long shot but here goes nothing. My wife &amp; I have tickets to your Oct 13 show at t… https://t.co/zyXsYXY1iI
1,"@Gabsalot22 Hi Gabrielle, we would be happy to check on the status of your order! Could you send us a DM with your… https://t.co/a4It3fHtgF"
1,"Date with Maddie.
Date Fee: $75
Customer Comments: ""I was more than happy to be by their side... (Male in late 20s)… https://t.co/gWBB3z4mP2"
1,@LionHeartJKilla YESSS!! So happy for you
1,"hes so clingy of late 
I'm facing the wrong way to watch tv but as long as you're happy sir https://t.co/duy9KxRExq"
1,@IamKDiddy No answer is going to make you happy. OKC was really good but I’m sure that one doesn’t meet your standards either.
1,@mariportsa happy b day‼️🙈
1,Happy Birthday Naliyahhhh!! I list all of our pics so heres tweet. Hope your day is as great as youuu💗💗 @Naliyah711
1,"@laurakaterod Oh my god- I love you

I dropped out once I hit middle school because I had missed one thing so I cou… https://t.co/S7daxp2liv"
1,"((A tribute to @stuffbyjas ))I have two uke covers I did of your songs but this one’s better, once again happy bday… https://t.co/rDaaJ3lKwq"
1,My pants and skirts have all started to be less tight around my waist and honestly I feel so happy!!
1,My soul is happy dude
1,@Chris_Liss happy birthday!
1,Happy Birthday @emattox12 🎉🍻
1,@daxjustin @CanGeo @CanGeo_Travel @RCGS_SGRC @NimmoBayResort @Mag7Lodges @NatGeo @Canada @HelloBC @SamsungCanada Happy Birthday Dax
1,@LaurenFillsUp @MaddyOreillyxxx Happy birthday from Arizona!
1,@YesEndlessly This photo is strangely calming and happy
1,How To Figure Out What Makes You Happy (so you can do more of it) - https://t.co/ov3ZntBGyw via @yesandyesblog
1,"5) That it doesn't matter to always get it right or to be perfect but to always find joy in whatever you do
6) Love… https://t.co/7VSLuuMMRo"
1,"Happy birthday, James Brown! Lucky to have seen him perform live!

#American #musician #singer #dancer #funk… https://t.co/8DekOOrsmZ"
1,One last Happy Birthday wish to one of my best friends and to one of the sweetest and moodiest people out there! 🎂 @Sara_VictoriaC
1,"@ORIGINPC @IntelGaming @RobertsSpaceInd @CrucianGaming Beautiful , must be really happy , ha 😏 , I wanna feel like… https://t.co/h17xi3Ges9"
1,i’m getting fat asf man 😭 been so happy lately all i’ve been doing is eating !
1,#TBT to those happy Vegas vibes with this smilin’ cutie @ The Palazzo Las Vegas https://t.co/jULlRNsNSj
1,"Happy Birthday, my love @joycepring 🎈"
1,"Am soooo happy!!!!😍😍
#aphamu https://t.co/dm0Spdv6PA"
1,Happy birthday Papa!🎉Luv u as always kahit mej mahigpit at strikto more birthdays and blessings  to come enjoy your day mah king🎁🎉🎈 😘💗💓
1,@totalstarstuff Happy Birthday!! I hope she has a wonderful day! 😊✨
1,svt club makes me so happy i love seeing my boys relaxing and haivng free time
1,Happy Spiral Of Colors. Flaring colors drawstring bag design #drawstringbag #flaring #vivid #colorfulbag… https://t.co/DQ95fUQTJw
1,@ASTRODlTE LISTEN IM SO HAPPY OMG HELP
1,Happy with life rn
1,I bet the so queens are so happy they haven’t gotta stand up this week lmao
1,happy 🅱️irthday! @pricilladelac
1,Happy World Password Day everyone! https://t.co/0cKL1twD9b
1,Happy bday to the homie @Don_Felthouse but go fuck urself😂
1,@LGP_netwolf I was happy to see this view. https://t.co/RUpfMyVjwu
1,"Going to be real honest, love amy and jonah but the pregnancy plot is really tainting it a little, overall im happy tho #Superstore"
1,"Happy Star Wars Day! May the Fourth be with you ...Always! ✨👐✨ #TheQrator⁉️
❔
#StarWarsDay2018 #StarWars… https://t.co/Gb2VB0cHi6"
1,If a girl goes to this extent to make me happy I’m marrying her 😭😭☠️🤣🤣🤣 https://t.co/b7YfTVCRSF
1,"@teamdustinpari @dustinpari Sorry I missed the party last night! Happy belated birthday, TDP! Much love and thanks for all you do! 🤗💖"
1,BE A PINEAPPLE 🍍 Stand Tall and be Sweet on the Inside. 😊 #onesleepuntiltheweekend #alohaeveryday #modernaloha… https://t.co/0T9meXbwhC
1,"@julyhakuradin Good morning, my dear❤today is a wonderful Friday, fresh cheerful💞💞 very happy enjoy at work🌷happy w… https://t.co/XECZZEgWuy"
1,@JazperBlue @KatzFirepaw Nah actually pretty happy in that department 👀
1,My girl copped her a house today! So happy and proud for her and her family!
1,@penelopejay_ happy birthday and congratulations!
1,Towanda cant be too happy if she huntin for some money from a 20second theme song she did 6 years ago #bfv
1,@karlowuzhere @jordvsm Happy buttday
1,Happy birthday family @OgButterman 💯
1,"On a happy note ... Congrats to junior Zac O'Shei on hitting his first (of hopefully many) varsity HR.

This milest… https://t.co/xtRk5uSE5K"
1,Good morning dosto shukar hai ki aaj shukravar hai 😊 happy Friday get ready for weekend
1,I’m happy I’m getting a FAJITA taco.🤤
1,wonder wha being happy feels like 🤷🏾‍♂️
1,i’m not happy @MarvelStudios https://t.co/wPwlnVfrku
1,You toyin with it like Happy Meal
1,"Baby boy
You make me happy ma widdle bro https://t.co/ANa4TUeG0w"
1,"@phcku Belated happy birthday, Cheska! Hope you had a blast. God bless! 😘"
1,"Happy birthday Hanna Belle, you are the joy of our lives. You are making your… https://t.co/HaDFmse1ys"
1,Happy birthday @linkaimane I do not know why I write this in English if I'm actually from Latin America :D
1,Happy bday to this legend. Love ya kiddddddd @kara_deeee https://t.co/M5Oz8oKDU6
1,@camilluddington Girl you better because we all want Alex happy and Jo is the best that has happen to him!!! #Jolex
1,"Welcome to Curious Cat!

We're happy to have you here. Don't forget to check your settings and edit your profile be… https://t.co/waBx9CAePo"
1,snatch game scares me so much that i'm so happy kameron is safe
1,"As Rachel Maddow just said, happy National Day of Prayer. https://t.co/M94DX15r7S"
1,"Josh is a tireless advocate for our students.  As a fellow teacher, I am so happy to see that MFT has endorsed… https://t.co/LCuFAvrAy7"
1,happy birthday🎈🎁 @n_chiapperi hope you had a great day!!💚💚💚
1,@krizzelliaa happy birthday po 😊🎊
1,"@Marvayl @PeaboBryson2 @bddatcher That's amazing!!! And I realized he sang the duet ""A Whole New World"" from Aladdi… https://t.co/UmgpHTmKJW"
1,Happy hour started little late but still in full effect 👉🏽🍺🍺🍕🍕
1,@Landonsn i went to roblox and said to unban you! :) happy unbanned.
1,@Fuccnigga_Cal happy bday my boy 🤽🏾‍♂️
1,"@arunjaitley @umasribharti Dear Sir,
Good morning. Glad to see the birthday greetings to one of your colleagues to… https://t.co/WP2X7KYK3P"
1,Happy Birthday blondey @sarah_mccown1 https://t.co/gTs1QlmsOQ
1,When da last time you was really actually  happy ??
1,SEEING EVERYBODYS M&amp;G PICS WITH DAN AND PHIL IS MAKING ME SO HAPPY AND EMOTIONAL AND I CANT BELIEVE IM MEETING THEM AGAIN
1,recipe to be happy. @ Better Life Recipe https://t.co/2w7j7pEwRj
1,"happy birthday to my angel, miss you more than you know ❤️ https://t.co/WbzIJqNlEz"
1,@Winston_txt is not gonna be happy about this!
1,Today is the best fucking day in so long. I went on a date with the girl I like soooo fucking happy
1,@krisfogg20161 You’ve made your decision and I’m happy with it. Now leave me and the show alone.
1,"@RtodaizH Not on the corner of Happy &amp; Healthy!

The alley of shady and syphilis, maybe."
1,Happy Birthday to me 😘🎂🍺🎉🎊 https://t.co/0ukef6iuZK
1,Morning Beckz :) Happy Friday :) #traxxfm @traxxfmofficial https://t.co/ZDG1EClA9g
1,@colecastrence Happy birthday ate!!!! 🤗
1,"Happy wedding for @kimmonvr and @ccopter97 ！！
Best wishes for a long and happy life together. 🐻 https://t.co/UhwQgtBok1"
1,"@ChefKenHom Happy birthday, Ken!"
1,"@alexis_helenaa @TheNickGeller @morganmiller477 Either way, the fact stands. He agreed with it in the past, and now… https://t.co/Ill5VpxuT8"
1,happy happy https://t.co/IE9l5EFpfM
1,"#MakeAMetallicaSongSofter

Happy but True"
1,"Happy early mother’s day boo, I’m a couple years early I know but I figured out why not start early — umm 🌚🌚 https://t.co/9ccxf338Va"
1,@Ash503_official happy birthday make sure you do something stupid because it wouldn't be a birthday without doing something stupid🎁🎉🎉
1,@RachelWCNC Happy Birthday !!
1,"Fri, 04 May 2018, let us all send Lance Bass the best Happy Birthday wishes today (#cebiday) (39)"
1,@CristinaDajero Welcome Cristina. Happy you could join us. #CoachApproach
1,Happy Anniversary twitter ❣ #MyTwitterAnniversary https://t.co/9PmjF5gbkh
1,visual representation of me becoming a happy michelada https://t.co/3c78gpd9Kn
1,Happy Birthday &amp; congratulations ! https://t.co/uP9mKjjmoA
1,Happy T (Traiko) &gt;&gt;&gt;
1,"Happy Birthday, @sinKEVitch! You've created some of the greatest covers of all time... The ones without me are pret… https://t.co/THjwlZP5Nk"
1,Just thinking about how Chanyeol patiently approached introverted Kyungsoo and waited for him to open up makes me f… https://t.co/Ccfq1OhMDu
1,IM DONE WITH GREYS. ALL THE BEST CHARACTERS. APRIL DESERVES A HAPPY ENDING. F*CK YOU
1,I HAVEN’T BEEN ON HERE ALL DAY BUT happy birthday to my main girl suhyun uwu
1,"@shhhhhionn Why is this a bad thing?

You people will never be happy. You don't want to take responsibility for wha… https://t.co/tEoRDP4xSX"
1,I'm super proud of the three boys coz they can perform well on stage even unique is not there and they're giving al… https://t.co/5oqS3YdhXC
1,@ephcmerral I'm happy to know that
1,Happy mind Happy life. #Tbt @ San Juan Qro https://t.co/UQwAuTwFXo
1,well cracker and kameron are safe so i’m happy
