,id,text
73,1,"['bar', ':(', ':', '494235ff-f2a8-446d-a65b-fe108e7b49cb']"
74,1,"['@womanfeeds', 'velrose', 'yang', 'full', ':', '(']"
75,1,"['@callmenat___', '@noah_k_t', 'hey', ""i'm"", 'a', 'big', 'nerd', 'too', 'meanie', ':(']"
76,1,"['right', 'now', 'im', 'going', 'through', 'finals', 'and', 'then', 'ill', 'have', '20-21', 'days', 'to', 'submit', 'my', 'other', 'exams', 'yall', 'wish', 'me', 'luck', ':(']"
77,1,"['@vaficionado', 'indeed', 'wish', 'it', 'wasnt', 'such', 'a', 'pain', 'getting', 'over', 'here', ':(']"
78,1,"['@theseoulstory', 'i', 'want', 'to', 'go', ':((']"
79,1,"['@sailorlisas', '2ne1', ':(', 'they', 'got', 'me', 'into', 'kpop', 'my', 'faves']"
80,1,"['want', 'to', 'look', 'cute', 'next', 'week', 'but', 'its', 'going', 'to', 'be', 'hot', ':(']"
81,1,"['power', 'still', 'out,', 'probably', 'will', 'remain', 'so', 'all', 'night', ':(', 'good', 'thing', ""it's"", 'not', 'january', 'cold', 'out']"
82,1,"['@quicktempaa', 'this', 'would', 'be', 'us', 'if', 'we', 'got', 'to', 'work', 'together', ':(', '@itskayteemkay']"
83,1,"['miss', 'you', ':(', 'https://t', 'co/jyyn2qg63u']"
84,1,"['magiging', 'okay', 'rin', 'ang', 'lahat', 'yes,', 'please', ':(((((', 'please', ':(((', 'chan,', 'im', 'sorry', ':(((', 'https://t', 'co/cuaych3qbv']"
85,1,"['i', 'broke', 'my', 'nail', 'and', 'im', 'sad', ':((((']"
86,1,"['tbh,', 'idk', 'if', 'im', 'still', 'ur', 'friend', ':(', 'https://t', 'co/yb1ehltqxn']"
87,1,"['i', 'love', 'estiva', 'with', 'all', 'of', 'my', 'heart', ""she's"", 'literally', 'the', 'sweetest', 'person', 'ever', 'and', ""she's"", 'always', 'there', 'for', 'me', 'whe', 'https://t', 'co/tz8yivwxof']"
88,1,"['@ultkiki', 'aw', 'baby', ':((', 'drink', 'water', 'try', 'to', 'go', 'back', 'to', 'sleep', ':(((']"
89,1,"['missing', 'this', 'little', 'jerk', 'already', ':(']"
90,1,"['man', 'i', 'just', 'wanna', 'watch', 'big', 'time', 'rush', 'but', 'netlflix', 'doesnt', 'have', 'it', ':(']"
91,1,"['@liezalej', '@cchelseaaa123', 'hes', 'not', 'even', 'playing', ':(((']"
92,1,"['someone', 'facetime', 'me', 'and', 'watch', 'a', 'movie', 'with', 'me', ':(', 'or', 'just', 'like', 'keep', 'me', 'company', 'lmao']"
93,1,"['@squoctobird', 'i', 'wish', 'i', 'could', 'help', ':(']"
94,1,"['@jonahmarais', 'i', 'miss', 'you', 'too', 'but', 'i', 'havent', 'even', 'met', 'you', ':(']"
95,1,"['maaan', ""i'm"", 'really', 'gonna', 'miss', 'kartrinna', ':(']"
96,1,"['@concernedape', 'i', 'know', 'im', 'late', 'to', 'the', 'party,', 'but', 'maybe', 'make', 'a', 'button', 'to', 'undo', 'last', 'sold', 'item', 'at', 'the', 'store', 'i', 'bought', 'a', 'https://t', 'co/l0hreywpua']"
97,1,"['@chokegiwhy', 'true', ':(((', 'ubers', 'service', 'is', 'much', 'better', 'pa']"
98,1,"['when', 'a', 'dog', 'is', 'luckier', 'than', 'you', ':(', 'https://t', 'co/bwr086nia5']"
99,1,"['but', 'you', 'have', 'to', 'join', 'me', 'too', ':(', 'https://t', 'co/ukcd97dikm']"
100,1,"['@drlupoontwitch', 'hi', 'ben', 'missed', 'you', 'tonight', ':(']"
101,1,"['i', 'pick', 'up', 'the', 'rock', 'and', 'i', 'ball', 'baby', ':(']"
102,1,"[""i'm"", 'just', 'really', 'happy', 'being', 'an', 'army', 'ily', 'guys', ':(((', 'btsarmyxstarwars']"
103,1,"['i', 'hate', 'u', 'guys', ':(', 'https://t', 'co/pxk5m7vvi6']"
104,1,"['@creationsross', 'i', 'had', 'to', 'put', 'my', 'dog', 'down', 'in', 'february', 'i', 'know', 'those', 'feels', ':(', '&lt', '3']"
105,1,"['@tylouvesdun', 'same', ':(((']"
106,1,"['@lexie_nunez4', 'i', 'miss', 'her', ':((((']"
107,1,"['@psygnisfive', 'shake', 'my', 'god', 'damn', 'head', '&gt', ':(']"
108,1,"['im', 'suffering', 'from', 'post-concert', 'depression', 'omg', ':(', 'im', 'so', 'sad', 'i', 'miss', 'katy', 'already']"
109,1,"['@meowdalton', 'i', 'meant', 'in', 'la', ':(', 'can', 'you', 'teleport', 'here', 'for', 'cinco']"
110,1,"['wow', 'dj', 'khaleds', 'poor', 'baby', 'mama', ':(']"
111,1,"['want', ':((', 'https://t', 'co/lsqbfuoqfq']"
112,1,"['@ilsanl0ve', ':(', 'theyre', 'just', 'assholes,', 'youre', 'beautiful']"
113,1,"['@pmisra1', 'hi,', 'we', 'are', 'working', 'on', 'making', 'our', 'deliveries', 'faster', 'to', 'provide', 'the', 'seamless', 'shopping', 'experience', 'to', 'our', 'cust', 'https://t', 'co/apqodp145a']"
114,1,"['@fyeahrainier', 'shit', 'kagutom', ':(((', 'altho', 'where', 'is', 'the', 'pate', 'darling', 'hahaha']"
115,1,"['i', 'miss', 'you', ':(((', 'mtvbrkpopexo', 'premiosmtvmiaw', '@weareoneexo', 'mtvlakpopexo', 'mtvlafanexol', 'mtvladancekokobop', 'https://t', 'co/fb9gk5id46']"
116,1,"['@savagestarligh1', 'im', 'always', 'here', 'if', 'ty', 'need', 'someone', 'to', 'talk', 'to', 'ok', 'please', 'stay', 'strong', 'and', 'dont', 'hurt', 'yourself', ':(']"
117,1,"['@russotalks', ""i'm"", 'not', 'happy', 'for', 'sat', 'tomorrow', 'i', 'have', 'a', 'piano', 'test', ':(']"
118,1,"['i', 'think', 'i', 'should', 'practice', 'sleeping', 'early', 'from', 'now', 'on', ':(']"
119,1,"['will', '@luke5sos', 'ever', 'follow', 'me', ':(']"
120,1,"['i', 'want', 'another', 'kitty', ':(']"
121,1,"['really', 'having', 'a', 'rough', 'time', 'mentally', 'right', 'now', 'but', 'so', 'soon', 'i', 'get', 'to', 'go', 'to', 'dc', 'and', 'see', 'lenne', 'and', 'waitress', 'then', 'g', 'https://t', 'co/xtrc25ovqy']"
122,1,"['i', 'miss', 'my', 'babyyyy', ':((']"
123,1,"['so', 'your', 'bitch', 'didnt', 'realize', 'it', 'was', 'normal', 'to', 'hug', 'a', 'pillow', 'while', 'you', 'sleep', ':()']"
124,1,"[""what's"", 'with', 'this', 'hashtag', ':(', 'unioarmyseexol']"
125,1,"['pagod', 'everyday', 'huhu', 'i', 'need', 'day-off', ':(((']"
126,1,"['on', 'that', 'note,', 'goodnight', 'sam', 'x2', 'cam', 'damian', 'jake', 'and', 'brennen', 'would', 'never', 'break', 'my', 'heart', ':(']"
127,1,"['@artetriste', 'awww', 'thanks', 'bby,', 'that', 'would', 'be', 'so', 'great', 'his', 'friends', 'have', 'offered', 'but', 'i', 'feel', 'weird', 'leaving', 'him', 'with', 'the', 'https://t', 'co/bk6fqpogte']"
128,1,"['@breannaaharris', 'people', 'were', 'rude', 'at', 'work', 'today', ':(']"
129,1,"['unique', 'left', 'iv', 'of', 'spades,', 'sad', ':(']"
130,1,"['one', 'week', 'without', 'pay', ':(', 'sad', 'af']"
131,1,"['delivered', ':(']"
132,1,"['u', 'guys', ',', 'dont', 'meet', 'people', 'to', 'date', 'online', 'thats', 'very', 'dangerous', 'especially', 'if', 'theyre', 'from', 'far', 'away', ':(']"
133,1,"['@nebita', 'unfortunately', 'no', ':(', 'i', 'can', 'download', 'onto', 'a', 'usb', 'tho', 'i', 'have', 'a', 'copy']"
134,1,"['@127sangel', ':((', 'youre', 'so', 'cute', 'i', 'love', 'you', 'sm']"
135,1,"['i', 'need', 'to', 'be', 'spammed', 'with', 'yoongi', ':((']"
136,1,"['@cindeyah81', 'youve', 'literally', 'ruined', 'my', 'life', 'with', 'kpop', ':(', 'i', 'eat,', 'breathe,', 'think', 'kpop', 'what', 'are', 'they', 'doing', 'who', 'are', 'th', 'https://t', 'co/vnbejsykqa']"
137,1,"['ihatemodi', 'break', 'down', 'all', 'the', 'peaces,day', 'by', 'day', 'increasing', 'price', 'of', 'petrol', 'and', 'diesel,ministers', 'in', 'the', 'cabinet', 'alwa', 'https://t', 'co/xsecx4s6h7']"
138,1,"['last', 'night,', 'homegirl', 'was', 'hitting', 'on', 'me', 'but', 'i', 'play', 'for', 'the', 'other', 'team', 'mamiiii', ':-(']"
139,1,"['@monskonic', ':(', 'do', 'u', 'want', 'me', 'to', 'kiss', 'it', 'better']"
140,1,"['@heyitskalim', 'very', ':', '(']"
141,1,"['@carlajohnleach', 'thank', 'you', 'i', 'love', 'you', 'guys', ':(']"
142,1,"['omg', 'ive', 'been', 'really', 'inactive', 'lately,', 'sorry', 'but', 'i', 'have', 'exams', ':(']"
143,1,"['iv', 'of', 'spades', 'pa', 'ba', ':(']"
144,1,"['man', 'dkc', 'tropical', 'freeze', 'still', 'suffers', 'from', 'an', 'issue', 'for', 'me', 'that', 'i', 'had', 'with', 'the', 'wiiu', 'version', 'of', 'the', 'background', 'blend', 'https://t', 'co/8kn77rn2dw']"
145,1,"['my', 'tummy', 'hurts', ':(']"
146,1,"['i', 'miss', '@mishyeols', 'cookies', ':(', 'they', 'were', 'the', 'best', 'thing', 'that', 'happened', 'last', 'saturdayjust', 'a', '0', '1', 'difference', 'from', 'getting', 'sehuns', 'signed', 'ball']"
147,1,"['@nnanahoran', 'we', 'all', 'deserve', 'better', ':(']"
148,1,"['you', 'are', 'so', 'so', 'so', 'smart', 'and', 'caring', 'and', 'funny,', 'i', 'love', 'your', 'personality', 'and', 'your', 'words,', 'and', 'i', 'know', 'when', 'hui', 'meets', 'you', 'https://t', 'co/u8y04nq1q7']"
149,1,"['where', 'were', 'you', '@ritaora', ':((((((', 'https://t', 'co/wz11ti8dzk']"
150,1,"['@seungminxsk', 'idk', 'im', 'sorry', ':((((']"
151,1,"['@lexatalks', 'but', ""i'll"", 'miss', 'u', ':((']"
152,1,"['@violentveggy', 'haha,', 'wrong', 'platform', 'i', 'think', 'this', 'one', 'is', 'more', 'emotional', 'a', 'topic,', 'a', 'city', 'i', 'love', 'more', 'than', 'my', 'hometown', 'https://t', 'co/bbmq3xfizw']"
153,1,"['ugh,', ""don't"", 'do', 'this', 'to', 'me', 'josh', ':(']"
154,1,"['when', 'i', 'tell', 'stories', 'i', 'get', 'carried', 'away', 'and', 'accidentally', 'start', 'lying', 'and', 'making', 'things', 'up', '-', 'my', '28', 'yr', 'old', 'sister', ':(']"
155,1,"['shut', 'up', '&gt', ':(', 'https://t', 'co/j4jzjxiovj']"
156,1,"['beach', 'night', 'with', 'my', 'friends', ':(']"
157,1,"['i', 'want', 'new', 'shoes', ':(((']"
158,1,"['@clairennard', 'she', 'doesnt', ':(']"
159,1,"['i', 'wanna', 'get', 'my', 'nails', 'done', ':(']"
160,1,"['@igot9percent', 'i', 'miss', 'them', 'so', 'much', ':((', 'this', 'video', 'really', 'made', 'me', 'bawl', 'my', 'eyes', 'out', ':((']"
161,1,"['my', 'final', 'dance', 'show', 'of', 'the', 'year', 'is', 'over', 'and', 'i', 'feel', 'so', 'empty', ':(']"
162,1,"['@homtoiiands', 'im', 'so', 'sad', 'i', 'knew', 'this', 'was', 'coming', 'hahaha', ':((']"
163,1,"['my', 'dad', 'is', 'too', 'sweet', ':/', 'he', 'says', 'hes', 'gonna', 'have', 'axs', 'open', 'on', 'two', 'laptops', 'and', 'his', 'ipad', 'tomorrow', 'to', 'help', 'me', ':((', 'i', 'dont', 'deserve']"
164,1,"['@daniellamrriee', 'awe', 'i', 'spoiled', 'it', 'for', 'myself', ':(']"
165,1,"['@madelainepetsch', '@nordstrom', 'i', 'wanted', 'to', 'buy', 'so', 'much,', 'but', 'i', 'live', 'in', 'brazil', ':(']"
166,1,"['@bluejay_712', 'or', 'woman,', 'or', 'other', 'damn', ':(', 'or', 'tea', 'or', 'coco', 'wewillrebuild', 'betterfasterstrongerhardersomething']"
167,1,"['kids', 'make', 'me', 'smile', ':((']"
168,1,"['@egyptianvocals', ':(', 'i', 'love', 'you']"
169,1,"[':(', 'y', 'wont', 'anyone', 'do', 'cute', 'shit', 'like', 'this', 'w', 'me', ':((', 'https://t', 'co/ocggb2kgit']"
170,1,"['@okbabyyt', 'oh', 'no', ':(', 'sending', 'well', 'wishes', 'his', 'way']"
171,1,"['@bangtan_voice', 'oo', 'be', ':((']"
172,1,"['@iiamofasgard', 'also', 'she', 'had', 'to', 'do', 'something', 'she', ""didn't"", 'want', 'to,', 'to', 'try', 'to', 'save', 'everyone', 'also', 'poor', 'gamora', ':-(', 'and', 'wi', 'https://t', 'co/cwgta69j9a']"
173,1,"['i', 'want', 'a', 'doggggg', ':(((((((((']"
174,1,"[""i'm"", 'going', 'to', 'have', 'to', 'change', 'my', 'bio', ':(((']"
175,1,"['@bmblebeeee', 'shhhh', 'im', 'still', 'tryna', 'say', 'im', 'a', 'virgin', ':(']"
176,1,"['stfu', 'my', 'cats', 'know', 'im', 'stressin', 'theyre', 'hanging', 'around', 'me', ':(']"
177,1,"['@creationsross', 'oh', 'no,', 'im', 'so', 'so', 'sorry', 'thats', 'the', 'worst', 'thing', 'in', 'the', 'world', ':(', 'look', 'up', 'the', 'rainbow', 'bridge', 'poem']"
178,1,"['im', 'trying', 'to', 'see', 'the', 'infinity', 'war', ':((']"
179,1,"['@trouvaillepjm', 'i', 'love', 'you', 'more', 'reg', ':(']"
180,1,"['i', 'just', 'want', 'to', 'be', 'w', 'my', 'friends', 'from', 'now', 'on', ':(((']"
181,1,"['elgato', 'shit', 'the', 'bed', 'so', 'no', 'stream', ':(']"
182,1,"['starving', 'but', 'i', 'literally', 'cant', 'eat', 'anything', ':(']"
183,1,"['tickets', 'go', 'on', 'sale', 'tomorrow', 'and', 'i', ""can't"", 'go', 'because', 'of', 'issues', 'and', 'i', 'have', 'to', 'save', 'up', 'for', 'school', ':(']"
184,1,"['i', 'love', 'you', 'stop', 'it', ':(', 'https://t', 'co/5od62lgjwx']"
185,1,"['you', 'deserve', 'the', 'best', 'dick', 'in', 'the', 'whole', 'world', 'awh', ':((', 'my', 'heartt', 'https://t', 'co/wtwiu5mpzj']"
186,1,"['hello', 'please', 'help', 'me', 'reach', '620', 'retweets', 'in', '8', 'days', ':(', 'i', 'really', 'want', 'this', 'isdbdjsks', 'i', 'do', 'rt', 'x', 'rt', 'too', 'https://t', 'co/rhgonww2pw']"
187,1,"['istg', 'wooseok', 'insists', 'on', 'always', 'looking', 'like', 'this:', '&gt', ':(']"
188,1,"['@myoixmina', '@byunbeagles', '@cengciiao', '@kxsaeron', '@kamiwna', '@desimsrp', '@inijjk101', 'tante,', 'dont', 'u', 'miss', 'me', 'too', ':(']"
189,1,"['@colleenb123', 'wish', 'i', 'could', 'be', 'seeing', 'you', 'in', 'ohio', ':(((']"
190,1,"['about', 'how', 'we', 'never', 'link', 'up', 'anymore', ':(', 'https://t', 'co/fvbxn6nknb']"
191,1,"['i', 'really', 'like', 'dua', 'lipas', 'voice', 'but', 'her', 'music', 'doesnt', 'call', 'my', 'attention', 'at', 'all', ':(']"
192,1,"['i', 'miss', 'my', 'friends', 'i', 'used', 'to', 'speak', 'with', 'so', 'many', 'of', 'my', 'mutuals', ':(']"
193,1,"['i', 'want', 'a', 'monkey', ':(']"
194,1,"['no', 'nick', 'is', 'hurt,', 'alicia', 'baby,', 'stay', 'strong', 'for', 'your', 'brother', 'stay', 'strong', 'for', 'him', ""don't"", 'cave', 'in', 'baby,', ""don't"", 'cave', 'in', ':(']"
195,1,"['i', 'dont', 'intend', 'to', 'harm', 'anyone', 'tho', ':((', 'https://t', 'co/tkaruhbwfm']"
196,1,"['@lifetimefitness', 'would', 'love', 'to', 'the', 'facilities', 'look', 'incredible', 'unfortunately', 'it', 'looks', 'like', 'the', 'free', 'pass', 'is', 'unavail', 'https://t', 'co/kt31mslnpn']"
197,1,"['@kim_geewon', 'i', 'have', 'not', 'read', 'all', 'your', 'thread', ':(', 'it', 'is', 'hard', 'to', 'open', 'it', 'all', 'because', 'my', 'twt', 'keeps', 'crashing', 'due', 'to', 'the', 'gifs', ':(']"
198,1,"['the', 'kids', 'wanna', 'sleep', 'in', 'our', 'bed', 'tonight', 'but', 'im', 'trying', 'to', 'have', 'sexy', 'time', ':((']"
199,1,"['@jellymgas', 'joking', 'hahahaha', 'no', 'wonder', 'her', 'wife', 'is', 'always', 'mad', 'sa', 'snapchat', ':(']"
200,1,"['@shazie44', '@squanty_', 'why', 'you', 'so', 'selfish', 'for', ':(']"
201,1,"['im', 'upset', ':(']"
202,1,"['@mtv', 'your', 'app', 'on', 'my', 'roku', 'tv', 'hasnt', 'let', 'me', 'watch', 'jersey', 'shore', 'family', 'reunion', 'in', 'a', 'week', ':(']"
203,1,"['@court_relicke', 'i', 'luv', 'u', ':-(']"
204,1,"['i', 'just', 'want', 'some', 'boba', ':-(']"
205,1,"['dohwan', ':(((', 'https://t', 'co/qb3c8ial7q']"
206,1,"['should', 'i', 'deactivate', 'because', 'i', 'only', 'wanted', 'what', 'was', 'right,', 'it', 'wasnt', 'out', 'of', 'spite', 'or', 'jealousy', 'idk', 'i', 'dont', 'feel', 'the', 's', 'https://t', 'co/v7ystqjdtt']"
207,1,"['i', 'wish', 'i', 'got', 'a', 'picture', 'with', 'him', 'tho', ':(((']"
208,1,"['@marcella_rae', 'was', 'it', 'on', 'the', 'news', ':(']"
209,1,"['@visagermusic', 'it', 'is,', 'yeah', ':(']"
210,1,"['idk', 'why', 'i', 'want', 'a', 'new', 'username', 'other', 'than', 'phantomfog', 'but', 'ugh', 'i', 'want', 'something', 'with', 'fog', 'in', 'it', 'and', 'i', 'want', 'it', 'to', 'be', 'o', 'https://t', 'co/hubbljcucl']"
