id,text
1,@KatzeLoveArt @elonmusk Elon is not a robot. He’s allowed to have some light hearted fun on social media just like… https://t.co/96gVapkCHG
1,@SwensonBrigette @tammy_coldwell @DSanchez1669 @realDonaldTrump @ZibaLady1 @TheUnitedFree @lilbulli1031… https://t.co/a2nXg42VY2
1,"@turbokidfilm @uejini The Difference, Turbo kid was a fun movie"
1,"After several sunny days, the clouds have returned to Sequim. Time for a good book. If you haven't met Kiki Rodrigu… https://t.co/chzy74czhr"
1,"Exactly, its definitely fun &amp; intense! Especially if yall are playin Madden or 2K lol https://t.co/qvUeyqQtV2"
1,"@WhinhillPS @missroy2802    The vikings have landed, the Tour de Semple sets off and the maps are read. We had grea… https://t.co/QGc2ZFY897"
1,@up4somefun You will get some fun looking like that sexy for sure😍😘
1,@Merryweatherey This adventure was fun to watch lol
1,@ditzydoIly Road head is so much fun!
1,"May the 4th Be With You

Check out our new blog post in a galaxy far far away!

https://t.co/n9CTKjxdt5

#StarWars… https://t.co/xGX9MOVKwG"
1,@labreee_ That’s lit have fun ✊🏾
1,@ddhedder @ChelsC423 @ChaosCoreTech I want Garrett's Mac&amp;Cheese...sounds way more fun than what I have had in the past 😂😂😂
1,I'm single and ready to have some fun... Babe left me so excited now I can do whatever I want... ❤️ I might become a hoe this summer
1,"""Guys, you can have your fun, but don't use any gasoline inside the car this time."" Togusa"
1,rid of them to not hurt any feelings. The ones we left were all nice and lighthearted as we wanted them to be. Alth… https://t.co/9Fihe6MSjO
1,"#No_more_mids at bachelor level😂
Last mid exam ended😫..now on few days left 😓😓 at #Uet taxila
Tis #hostel fun #life… https://t.co/zRQRxILsIp"
1,So the big prize was 1.000 WekipointzZ for raphaellehorvat123 who was very surprised that he won and our main parti… https://t.co/RcHYbTCStO
1,"#furrymemes #furries #yiff #fursuit #sponsored
#Furryart source: https://t.co/tix286h0fX
More #furry Fun:… https://t.co/9O8JaA046I"
1,An example: We had a game we would play where we would stand next to each other and walk through a mall or crowded… https://t.co/9hy2DGfeNW
1,@Faaatttyyyy_ 😂😂😂 well shit have fun and throw that ass in a circle Ma👌🏽😂
1,Kids Movie Night -   Popcorn &amp; Soda Fun Theater Games For Children by Ta... https://t.co/TXHIgrGsUP via @YouTube
1,@fcbmad10 @AnthonyFlood3 @KiberMoon @CAT1PRO @interstinman @darrylw71 @Ken_Twit_133 @RondaIsaac @Max_Wedge… https://t.co/CGxmtxk3x1
1,@ecadlvgn SO MUCH FUN¿ HAHAHAHA KEEP IT UP
1,Death should not be the only reason family and friends to come together. It should be like that all the time. Frien… https://t.co/8hSEktbUSb
1,Fun mf. A whole lot of it too 😂😂 https://t.co/YJlhA2r44r
1,Indulge mom this Mother’s Day by giving her something colorful and fun that… https://t.co/18QifU6REh
1,@CashMN975 @Minnesota975 Thank you!! It's been fun...so far. 😁
1,Ooh @MaryAliceEvans this could produce a fun quandary for my year 5s! What about the ancient immortal prison??!!… https://t.co/eL72zKzM5B
1,Lots of fun playing outside tonight and another birthday celebration. Happy Birthday Pippa! Lovely to see a strong… https://t.co/BkIBv3av1n
1,"Come join us to Startup Weekend on Friday, May 18 - 20, 2018 - #StartupWeekend #Sevilla &gt; #InternationalEdition.… https://t.co/jUkFzxcB89"
1,"One more sleep ‘til #KentuckyDerby #Kyderby #derbyday #cincodemayo! Join us for a fantastic day of fun, sun, drinks… https://t.co/NyekGOaU0I"
1,@bhargav_kaka @ChelikaniRam @bhavesh_akula10 I admit I am not as good as you guys but it’s fun to play
1,"Calling all kiddos! If you're looking for fun, come and join us for youth group every Friday night at 6:30-8 PM. If… https://t.co/R8TpLyijW0"
1,"@Niiicolelovee there always something going on, gotta make my day more fun!! go to bojacks tonight:)"
1,@chrissyfarr Just thinking the same thing. Although its tempting to just catch up with friends and hide from confer… https://t.co/wXbIUAWfDh
1,@AndDunbar @blakeshelton I bit on your bate.  Love people like you that are fun and mischievous
1,This strikes me as a very fair reading of me making fun of the asinine idea of redistributing sex https://t.co/S2S8JKwdWj
1,@mypostalcenter Wow! Thanks for the fun fact!
1,Lets model reading for fun and get our middle school kids reading for fun!  Great article and suggestions.   https://t.co/ollvdEnPP7
1,"Sex tip No  33
The 2018 Cybersex Resource Directory
https://t.co/5ppcHRVuDe

#sex #chat #dating #love #cybersex… https://t.co/2oZk5mM87j"
1,"Fun fact: within the strip, Phoebe’s dad, Ethan, has dressed as two different Star Wars characters (both for Halloween)."
1,@BodegaaCat Nah.. Never had the time.. Looks fun though
1,hello friends prague is so fun
1,@SweetNiamh Or Budapest its my last stop and it's so much fun!
1,"Worrying too much about what a child will become in the future, leads us to forget what they are today. https://t.co/PAY0RZgbto"
1,@RoyaHellbender I wish I was going! Have fun!
1,DN50P2 mobile fun. https://t.co/YU8RLdEWTt
1,@BrettForrest89 @dailyblastlive @Ibatvmc I'm sure it was a lot of fun!  Looking forward to watch!  Maybe one day yo… https://t.co/d6bVu0TCWm
1,"Happy Friday, @JetBlue ! What if on April Fools next year you called yourself JET YELLOW! Might be fun!"
1,"Happy Birthday to our FC static's WHM Corri!
You can catch her stream @ https://t.co/7dx716vfSO for our savage raid… https://t.co/WypilAjwfF"
1,"@PowerPCME You're not alone, I feel like I get left behind because outside of the really basic vw sample stuff I'll… https://t.co/zPC0AP2YhL"
1,srsly I know prom is fun n shit and cute or whatever but try working at the only 24 hour restaurant in a 15 mile ra… https://t.co/VBfWlmMKHm
1,Fun at field day #liveloveMommy https://t.co/ICvIeyB8Tq
1,@brady_dennis @Fahrenthold @EPA @EPAScottPruitt Nobody should fear the blue wave more than this prick. a newly elec… https://t.co/mslH19Ec8i
1,@VeroKhj_Henecia @HJLove86 @YanirSerrano @France501 @kikumaru2519 @HeneciaBeauty @gilkamiranda1 @WasWasasel… https://t.co/Mil9gERjYV
1,@RClaremont have fun!
1,@frogsov @podcationx @ShoMarq Voiced by the incresible James Bachelor! We had a ton of fun creating that episode 💜
1,Daddy's Little Helper -  Messy Home Fun Adventure -  Care Kids Games   E... https://t.co/pVMUvCDpUS via @YouTube
1,"When people have an extra dose of facetune on their photos, it makes me hella sad. Sis we know you had fun with the app lol"
1,Thanks so much to everyone who came out for Farm Day this morning! What an amazing turnout and what a FUN time!
1,@CBSThisMorning My son &amp; daughter wear gun shirts to school regularly. They have never been asked to cover them up.… https://t.co/Fk0fuCfWTv
1,"The #BankHoliday weekend starts here. Whether you want to #relax in a deckchair &amp; #picnic in our pleasure grounds,… https://t.co/SqG1kwLjka"
1,For real fruity fun in your hand try this app from #Reflex Gaming! https://t.co/LRX1P1xOYg https://t.co/ZfhdCukWm0
1,"This Sunday, 4-6 p.m. at Wasena Park, we are gathering with Ghent Grace Brethren in fun and food together. Bring a… https://t.co/5ZmpLltcqH"
1,"Ever do a 5K just to get into the afterparty?
This Cinco De Mayo, skip the run and get straight to the fun! 🌮… https://t.co/eN4QndKdEI"
1,Saying you don’t like the Barbie Tingz video because it’s too fun is just dumb to me. Like I truly don’t understand… https://t.co/burthXsjy7
1,. Let’s hope it is win-win scenario: win Sunday &amp; go up or win at Wembley and go up. Challenge is we have played 6… https://t.co/dm0QgoFheO
1,"Our ""community gumbo"" episode is airing AFTER soccer Saturday, May 5th at 12:30p on @FOX2now! Was so much fun to ca… https://t.co/8LIckXdamt"
1,It's Friday...let's have some fun. Do you have a favorite celebrity #READ poster? Post your favorite in the comment… https://t.co/oLPimBZIdJ
1,"Life is full of misery, loneliness, &amp; suffering - &amp; it’s all over much too soon. Have a wonderful fun filled  weekend :)"
1,This was a fun day lol https://t.co/Iw2C2z6Lv9
1,"Celebrate the USA and your patriotic photos with our new collection ""Celebrate America"" and this fun layout idea by… https://t.co/u6fWJOPEIN"
1,Are you &amp; your team up for the challenge? The corporate challenge that is! Get a team together &amp; come on out for an… https://t.co/1O02zWu0BG
1,"HOT JOB OF THE DAY: Our #mover position here isn’t just a job- it’s a career! Our #Hardeeville, SC location is now… https://t.co/XHGpk4e8AV"
1,Daddy's Little Helper -  Messy Home Fun Adventure -  Care Kids Games   E... https://t.co/2Aryd7RVYx via @YouTube
1,1865 Unicorn BJ Fun (HD1080 MP4) https://t.co/FlWEGW3CGL #BLOWJOBS via @c4supdates https://t.co/hnYM5QjXsD
1,"My Friday night plan went from actually doing fun things to food, Netflix, my robe, and taking out my weave. I can't wait."
1,@mrKerij @JMillgaming This will be fun.
1,Our German Night is NEXT Wednesday! Last chance to register for authentic German food &amp; drink with live music and F… https://t.co/JTi371aDtW
1,"If you're looking for something fun to do this bank holiday weekend, check out Northern Ireland's shopping hotspot,… https://t.co/RvldeEuAd7"
1,"@ob2turnt Tahts fine would rather be like that than a banwagon lol. Im not calling you one, but too many people are… https://t.co/7zWvTH9D57"
1,Fun field trip to the SF Humane Society with our Companion Animals class. https://t.co/hVOVxUTrn1
1,Me wanting to go out and have fun but being held back by Adult responsibilities https://t.co/T3oF9qT7ym
1,"Looking forward to Story Fest next Saturday, May 12? You will love joining in with the fast-paced, hilarious fun of… https://t.co/EGcjslw8yT"
1,A great learning experience for all as we mapped food places around Clarington Central and Clarke High School. GIS… https://t.co/YDrBejFHIl
